Year,Season,Sport,Discipline,Country,Gender,Event,Medal
1992,Summer,Aquatics,Swimming,USA,Women,100M Butterfly,Silver
1992,Summer,Aquatics,Swimming,FRA,Men,100M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,EUN,Men,100M Freestyle,Gold
1992,Summer,Aquatics,Swimming,BRA,Men,100M Freestyle,Silver
1992,Summer,Aquatics,Swimming,GER,Women,100M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,CHN,Women,100M Freestyle,Gold
1992,Summer,Aquatics,Swimming,USA,Women,100M Freestyle,Silver
1992,Summer,Aquatics,Swimming,GER,Men,1500M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,AUS,Men,1500M Freestyle,Gold
1992,Summer,Aquatics,Swimming,AUS,Men,1500M Freestyle,Silver
1992,Summer,Aquatics,Swimming,ITA,Men,200M Backstroke,Bronze
1992,Summer,Aquatics,Swimming,ESP,Men,200M Backstroke,Gold
1992,Summer,Aquatics,Swimming,EUN,Men,200M Backstroke,Silver
1992,Summer,Aquatics,Swimming,AUS,Women,200M Backstroke,Bronze
1992,Summer,Aquatics,Swimming,HUN,Women,200M Backstroke,Gold
1992,Summer,Aquatics,Swimming,GER,Women,200M Backstroke,Silver
1992,Summer,Aquatics,Swimming,GBR,Men,200M Breaststroke,Bronze
1992,Summer,Aquatics,Swimming,USA,Men,200M Breaststroke,Gold
1992,Summer,Aquatics,Swimming,HUN,Men,200M Breaststroke,Silver
1992,Summer,Aquatics,Swimming,USA,Women,200M Breaststroke,Bronze
1992,Summer,Aquatics,Swimming,JPN,Women,200M Breaststroke,Gold
1992,Summer,Aquatics,Swimming,CHN,Women,200M Breaststroke,Silver
1992,Summer,Aquatics,Swimming,FRA,Men,200M Butterfly,Bronze
1992,Summer,Aquatics,Swimming,USA,Men,200M Butterfly,Gold
1992,Summer,Aquatics,Swimming,NZL,Men,200M Butterfly,Silver
1992,Summer,Aquatics,Swimming,AUS,Women,200M Butterfly,Bronze
1992,Summer,Aquatics,Swimming,USA,Women,200M Butterfly,Gold
1992,Summer,Aquatics,Swimming,CHN,Women,200M Butterfly,Silver
1992,Summer,Aquatics,Swimming,FIN,Men,200M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,EUN,Men,200M Freestyle,Gold
1992,Summer,Aquatics,Swimming,SWE,Men,200M Freestyle,Silver
1992,Summer,Aquatics,Swimming,GER,Women,200M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,USA,Women,200M Freestyle,Gold
1992,Summer,Aquatics,Swimming,GER,Women,200M Freestyle,Silver
1992,Summer,Aquatics,Swimming,HUN,Men,200M Individual Medley,Bronze
1992,Summer,Aquatics,Swimming,HUN,Men,200M Individual Medley,Gold
1992,Summer,Aquatics,Swimming,USA,Men,200M Individual Medley,Silver
1992,Summer,Aquatics,Swimming,GER,Women,200M Individual Medley,Bronze
1992,Summer,Aquatics,Swimming,CHN,Women,200M Individual Medley,Gold
1992,Summer,Aquatics,Swimming,USA,Women,200M Individual Medley,Silver
1992,Summer,Aquatics,Swimming,SWE,Men,400M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,EUN,Men,400M Freestyle,Gold
1992,Summer,Aquatics,Swimming,AUS,Men,400M Freestyle,Silver
1992,Summer,Aquatics,Swimming,AUS,Women,400M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,GER,Women,400M Freestyle,Gold
1992,Summer,Aquatics,Swimming,USA,Women,400M Freestyle,Silver
1992,Summer,Aquatics,Swimming,ITA,Men,400M Individual Medley,Bronze
1992,Summer,Aquatics,Swimming,HUN,Men,400M Individual Medley,Gold
1992,Summer,Aquatics,Swimming,USA,Men,400M Individual Medley,Silver
1992,Summer,Aquatics,Swimming,USA,Women,400M Individual Medley,Bronze
1992,Summer,Aquatics,Swimming,HUN,Women,400M Individual Medley,Gold
1992,Summer,Aquatics,Swimming,CHN,Women,400M Individual Medley,Silver
1992,Summer,Aquatics,Swimming,GER,Men,4X100M Freestyle Relay,Bronze
1992,Summer,Aquatics,Swimming,USA,Men,4X100M Freestyle Relay,Gold
1992,Summer,Aquatics,Swimming,EUN,Men,4X100M Freestyle Relay,Silver
1992,Summer,Aquatics,Swimming,GER,Women,4X100M Freestyle Relay,Bronze
1992,Summer,Aquatics,Swimming,USA,Women,4X100M Freestyle Relay,Gold
1992,Summer,Aquatics,Swimming,CHN,Women,4X100M Freestyle Relay,Silver
1992,Summer,Aquatics,Swimming,CAN,Men,4X100M Medley Relay,Bronze
1992,Summer,Aquatics,Swimming,USA,Men,4X100M Medley Relay,Gold
1992,Summer,Aquatics,Swimming,EUN,Men,4X100M Medley Relay,Silver
1992,Summer,Aquatics,Swimming,EUN,Women,4X100M Medley Relay,Bronze
1992,Summer,Aquatics,Swimming,USA,Women,4X100M Medley Relay,Gold
1992,Summer,Aquatics,Swimming,GER,Women,4X100M Medley Relay,Silver
1992,Summer,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Bronze
1992,Summer,Aquatics,Swimming,EUN,Men,4X200M Freestyle Relay,Gold
1992,Summer,Aquatics,Swimming,SWE,Men,4X200M Freestyle Relay,Silver
1992,Summer,Aquatics,Swimming,USA,Men,50M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,EUN,Men,50M Freestyle,Gold
1992,Summer,Aquatics,Swimming,USA,Men,50M Freestyle,Silver
1992,Summer,Aquatics,Swimming,USA,Women,50M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,CHN,Women,50M Freestyle,Gold
1992,Summer,Aquatics,Swimming,CHN,Women,50M Freestyle,Silver
1992,Summer,Aquatics,Swimming,GER,Women,800M Freestyle,Bronze
1992,Summer,Aquatics,Swimming,USA,Women,800M Freestyle,Gold
1992,Summer,Aquatics,Swimming,AUS,Women,800M Freestyle,Silver
1992,Summer,Aquatics,Synchronized S.,JPN,Women,Duet,Bronze
1992,Summer,Aquatics,Synchronized S.,USA,Women,Duet,Gold
1992,Summer,Aquatics,Synchronized S.,CAN,Women,Duet,Silver
1992,Summer,Aquatics,Synchronized S.,JPN,Women,Solo,Bronze
1992,Summer,Aquatics,Synchronized S.,USA,Women,Solo,Gold
1992,Summer,Aquatics,Synchronized S.,CAN,Women,Solo,Gold
1992,Summer,Aquatics,Water polo,EUN,Men,Water Polo,Bronze
1992,Summer,Aquatics,Water polo,ITA,Men,Water Polo,Gold
1992,Summer,Aquatics,Water polo,ESP,Men,Water Polo,Silver
1992,Summer,Archery,Archery,GBR,Men,Individual (Fita Olympic Round - 70M),Bronze
1992,Summer,Archery,Archery,FRA,Men,Individual (Fita Olympic Round - 70M),Gold
1992,Summer,Archery,Archery,KOR,Men,Individual (Fita Olympic Round - 70M),Silver
1992,Summer,Archery,Archery,EUN,Women,Individual (Fita Olympic Round - 70M),Bronze
1992,Summer,Archery,Archery,KOR,Women,Individual (Fita Olympic Round - 70M),Gold
1992,Summer,Archery,Archery,KOR,Women,Individual (Fita Olympic Round - 70M),Silver
1992,Summer,Archery,Archery,GBR,Men,Team (Fita Olympic Round - 70M),Bronze
1992,Summer,Archery,Archery,ESP,Men,Team (Fita Olympic Round - 70M),Gold
1992,Summer,Archery,Archery,FIN,Men,Team (Fita Olympic Round - 70M),Silver
1992,Summer,Archery,Archery,EUN,Women,Team (Fita Olympic Round - 70M),Bronze
1992,Summer,Archery,Archery,KOR,Women,Team (Fita Olympic Round - 70M),Gold
1992,Summer,Archery,Archery,CHN,Women,Team (Fita Olympic Round - 70M),Silver
1992,Summer,Athletics,Athletics,ETH,Men,10000M,Bronze
1992,Summer,Athletics,Athletics,MAR,Men,10000M,Gold
1992,Summer,Athletics,Athletics,KEN,Men,10000M,Silver
1992,Summer,Athletics,Athletics,USA,Women,10000M,Bronze
1992,Summer,Athletics,Athletics,ETH,Women,10000M,Gold
1992,Summer,Athletics,Athletics,RSA,Women,10000M,Silver
1992,Summer,Athletics,Athletics,CHN,Women,10000M Walk,Bronze
1992,Summer,Athletics,Athletics,CHN,Women,10000M Walk,Gold
1992,Summer,Athletics,Athletics,EUN,Women,10000M Walk,Silver
1992,Summer,Athletics,Athletics,USA,Men,100M,Bronze
1992,Summer,Athletics,Athletics,GBR,Men,100M,Gold
1992,Summer,Athletics,Athletics,"NAM",Men,100M,Silver
1992,Summer,Athletics,Athletics,EUN,Women,100M,Bronze
1992,Summer,Athletics,Athletics,USA,Women,100M,Gold
1992,Summer,Athletics,Athletics,JAM,Women,100M,Silver
1992,Summer,Athletics,Athletics,BUL,Women,100M Hurdles,Bronze
1992,Summer,Athletics,Athletics,GRE,Women,100M Hurdles,Gold
1992,Summer,Athletics,Athletics,USA,Women,100M Hurdles,Silver
1992,Summer,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
1992,Summer,Athletics,Athletics,CAN,Men,110M Hurdles,Gold
1992,Summer,Athletics,Athletics,USA,Men,110M Hurdles,Silver
1992,Summer,Athletics,Athletics,QAT,Men,1500M,Bronze
1992,Summer,Athletics,Athletics,ESP,Men,1500M,Gold
1992,Summer,Athletics,Athletics,MAR,Men,1500M,Silver
1992,Summer,Athletics,Athletics,CHN,Women,1500M,Bronze
1992,Summer,Athletics,Athletics,ALG,Women,1500M,Gold
1992,Summer,Athletics,Athletics,EUN,Women,1500M,Silver
1992,Summer,Athletics,Athletics,USA,Men,200M,Bronze
1992,Summer,Athletics,Athletics,USA,Men,200M,Gold
1992,Summer,Athletics,Athletics,"NAM",Men,200M,Silver
1992,Summer,Athletics,Athletics,JAM,Women,200M,Bronze
1992,Summer,Athletics,Athletics,USA,Women,200M,Gold
1992,Summer,Athletics,Athletics,JAM,Women,200M,Silver
1992,Summer,Athletics,Athletics,ITA,Men,20KM Walk,Bronze
1992,Summer,Athletics,Athletics,ESP,Men,20KM Walk,Gold
1992,Summer,Athletics,Athletics,CAN,Men,20KM Walk,Silver
1992,Summer,Athletics,Athletics,CAN,Women,3000M,Bronze
1992,Summer,Athletics,Athletics,EUN,Women,3000M,Gold
1992,Summer,Athletics,Athletics,EUN,Women,3000M,Silver
1992,Summer,Athletics,Athletics,KEN,Men,3000M Steeplechase,Bronze
1992,Summer,Athletics,Athletics,KEN,Men,3000M Steeplechase,Gold
1992,Summer,Athletics,Athletics,KEN,Men,3000M Steeplechase,Silver
1992,Summer,Athletics,Athletics,KEN,Men,400M,Bronze
1992,Summer,Athletics,Athletics,USA,Men,400M,Gold
1992,Summer,Athletics,Athletics,USA,Men,400M,Silver
1992,Summer,Athletics,Athletics,COL,Women,400M,Bronze
1992,Summer,Athletics,Athletics,FRA,Women,400M,Gold
1992,Summer,Athletics,Athletics,EUN,Women,400M,Silver
1992,Summer,Athletics,Athletics,GBR,Men,400M Hurdles,Bronze
1992,Summer,Athletics,Athletics,USA,Men,400M Hurdles,Gold
1992,Summer,Athletics,Athletics,JAM,Men,400M Hurdles,Silver
1992,Summer,Athletics,Athletics,USA,Women,400M Hurdles,Bronze
1992,Summer,Athletics,Athletics,GBR,Women,400M Hurdles,Gold
1992,Summer,Athletics,Athletics,USA,Women,400M Hurdles,Silver
1992,Summer,Athletics,Athletics,CUB,Men,4X100M Relay,Bronze
1992,Summer,Athletics,Athletics,USA,Men,4X100M Relay,Gold
1992,Summer,Athletics,Athletics,NGR,Men,4X100M Relay,Silver
1992,Summer,Athletics,Athletics,NGR,Women,4X100M Relay,Bronze
1992,Summer,Athletics,Athletics,USA,Women,4X100M Relay,Gold
1992,Summer,Athletics,Athletics,EUN,Women,4X100M Relay,Silver
1992,Summer,Athletics,Athletics,GBR,Men,4X400M Relay,Bronze
1992,Summer,Athletics,Athletics,USA,Men,4X400M Relay,Gold
1992,Summer,Athletics,Athletics,CUB,Men,4X400M Relay,Silver
1992,Summer,Athletics,Athletics,GBR,Women,4X400M Relay,Bronze
1992,Summer,Athletics,Athletics,EUN,Women,4X400M Relay,Gold
1992,Summer,Athletics,Athletics,USA,Women,4X400M Relay,Silver
1992,Summer,Athletics,Athletics,ETH,Men,5000M,Bronze
1992,Summer,Athletics,Athletics,GER,Men,5000M,Gold
1992,Summer,Athletics,Athletics,KEN,Men,5000M,Silver
1992,Summer,Athletics,Athletics,GER,Men,50KM Walk,Bronze
1992,Summer,Athletics,Athletics,EUN,Men,50KM Walk,Gold
1992,Summer,Athletics,Athletics,MEX,Men,50KM Walk,Silver
1992,Summer,Athletics,Athletics,USA,Men,800M,Bronze
1992,Summer,Athletics,Athletics,KEN,Men,800M,Gold
1992,Summer,Athletics,Athletics,KEN,Men,800M,Silver
1992,Summer,Athletics,Athletics,CUB,Women,800M,Bronze
1992,Summer,Athletics,Athletics,NED,Women,800M,Gold
1992,Summer,Athletics,Athletics,EUN,Women,800M,Silver
1992,Summer,Athletics,Athletics,USA,Men,Decathlon,Bronze
1992,Summer,Athletics,Athletics,TCH,Men,Decathlon,Gold
1992,Summer,Athletics,Athletics,ESP,Men,Decathlon,Silver
1992,Summer,Athletics,Athletics,CUB,Men,Discus Throw,Bronze
1992,Summer,Athletics,Athletics,LTU,Men,Discus Throw,Gold
1992,Summer,Athletics,Athletics,GER,Men,Discus Throw,Silver
1992,Summer,Athletics,Athletics,AUS,Women,Discus Throw,Bronze
1992,Summer,Athletics,Athletics,CUB,Women,Discus Throw,Gold
1992,Summer,Athletics,Athletics,BUL,Women,Discus Throw,Silver
1992,Summer,Athletics,Athletics,EUN,Men,Hammer Throw,Bronze
1992,Summer,Athletics,Athletics,EUN,Men,Hammer Throw,Gold
1992,Summer,Athletics,Athletics,EUN,Men,Hammer Throw,Silver
1992,Summer,Athletics,Athletics,GER,Women,Heptathlon,Bronze
1992,Summer,Athletics,Athletics,USA,Women,Heptathlon,Gold
1992,Summer,Athletics,Athletics,EUN,Women,Heptathlon,Silver
1992,Summer,Athletics,Athletics,USA,Men,High Jump,Bronze
1992,Summer,Athletics,Athletics,AUS,Men,High Jump,Bronze
1992,Summer,Athletics,Athletics,POL,Men,High Jump,Bronze
1992,Summer,Athletics,Athletics,CUB,Men,High Jump,Gold
1992,Summer,Athletics,Athletics,SWE,Men,High Jump,Silver
1992,Summer,Athletics,Athletics,CUB,Women,High Jump,Bronze
1992,Summer,Athletics,Athletics,GER,Women,High Jump,Gold
1992,Summer,Athletics,Athletics,ROU,Women,High Jump,Silver
1992,Summer,Athletics,Athletics,GBR,Men,Javelin Throw,Bronze
1992,Summer,Athletics,Athletics,TCH,Men,Javelin Throw,Gold
1992,Summer,Athletics,Athletics,FIN,Men,Javelin Throw,Silver
1992,Summer,Athletics,Athletics,GER,Women,Javelin Throw,Bronze
1992,Summer,Athletics,Athletics,GER,Women,Javelin Throw,Gold
1992,Summer,Athletics,Athletics,EUN,Women,Javelin Throw,Silver
1992,Summer,Athletics,Athletics,USA,Men,Long Jump,Bronze
1992,Summer,Athletics,Athletics,USA,Men,Long Jump,Gold
1992,Summer,Athletics,Athletics,USA,Men,Long Jump,Silver
1992,Summer,Athletics,Athletics,USA,Women,Long Jump,Bronze
1992,Summer,Athletics,Athletics,GER,Women,Long Jump,Gold
1992,Summer,Athletics,Athletics,EUN,Women,Long Jump,Silver
1992,Summer,Athletics,Athletics,GER,Men,Marathon,Bronze
1992,Summer,Athletics,Athletics,KOR,Men,Marathon,Gold
1992,Summer,Athletics,Athletics,JPN,Men,Marathon,Silver
1992,Summer,Athletics,Athletics,NZL,Women,Marathon,Bronze
1992,Summer,Athletics,Athletics,EUN,Women,Marathon,Gold
1992,Summer,Athletics,Athletics,JPN,Women,Marathon,Silver
1992,Summer,Athletics,Athletics,ESP,Men,Pole Vault,Bronze
1992,Summer,Athletics,Athletics,EUN,Men,Pole Vault,Gold
1992,Summer,Athletics,Athletics,EUN,Men,Pole Vault,Silver
1992,Summer,Athletics,Athletics,EUN,Men,Shot Put,Bronze
1992,Summer,Athletics,Athletics,USA,Men,Shot Put,Gold
1992,Summer,Athletics,Athletics,USA,Men,Shot Put,Silver
1992,Summer,Athletics,Athletics,GER,Women,Shot Put,Bronze
1992,Summer,Athletics,Athletics,EUN,Women,Shot Put,Gold
1992,Summer,Athletics,Athletics,CHN,Women,Shot Put,Silver
1992,Summer,Athletics,Athletics,BAH,Men,Triple Jump,Bronze
1992,Summer,Athletics,Athletics,USA,Men,Triple Jump,Gold
1992,Summer,Athletics,Athletics,USA,Men,Triple Jump,Silver
1992,Summer,Badminton,Badminton,CHN,Men,Doubles,Bronze
1992,Summer,Badminton,Badminton,MAS,Men,Doubles,Bronze
1992,Summer,Badminton,Badminton,KOR,Men,Doubles,Gold
1992,Summer,Badminton,Badminton,INA,Men,Doubles,Silver
1992,Summer,Badminton,Badminton,KOR,Women,Doubles,Bronze
1992,Summer,Badminton,Badminton,CHN,Women,Doubles,Bronze
1992,Summer,Badminton,Badminton,KOR,Women,Doubles,Gold
1992,Summer,Badminton,Badminton,CHN,Women,Doubles,Silver
1992,Summer,Badminton,Badminton,DEN,Men,Singles,Bronze
1992,Summer,Badminton,Badminton,INA,Men,Singles,Bronze
1992,Summer,Badminton,Badminton,INA,Men,Singles,Gold
1992,Summer,Badminton,Badminton,INA,Men,Singles,Silver
1992,Summer,Badminton,Badminton,CHN,Women,Singles,Bronze
1992,Summer,Badminton,Badminton,INA,Women,Singles,Gold
1992,Summer,Badminton,Badminton,KOR,Women,Singles,Silver
1992,Summer,Baseball,Baseball,JPN,Men,Baseball,Bronze
1992,Summer,Baseball,Baseball,CUB,Men,Baseball,Gold
1992,Summer,Baseball,Baseball,TPE,Men,Baseball,Silver
1992,Summer,Basketball,Basketball,LTU,Men,Basketball,Bronze
1992,Summer,Basketball,Basketball,USA,Men,Basketball,Gold
1992,Summer,Basketball,Basketball,CRO,Men,Basketball,Silver
1992,Summer,Basketball,Basketball,USA,Women,Basketball,Bronze
1992,Summer,Basketball,Basketball,EUN,Women,Basketball,Gold
1992,Summer,Basketball,Basketball,CHN,Women,Basketball,Silver
1992,Summer,Boxing,Boxing,GER,Men,- 48KG (Light-Flyweight),Bronze
1992,Summer,Boxing,Boxing,PHI,Men,- 48KG (Light-Flyweight),Bronze
1992,Summer,Boxing,Boxing,CUB,Men,- 48KG (Light-Flyweight),Gold
1992,Summer,Boxing,Boxing,BUL,Men,- 48KG (Light-Flyweight),Silver
1992,Summer,Boxing,Boxing,DEN,Men,+ 91KG (Super Heavyweight),Bronze
1992,Summer,Boxing,Boxing,BUL,Men,+ 91KG (Super Heavyweight),Bronze
1992,Summer,Boxing,Boxing,CUB,Men,+ 91KG (Super Heavyweight),Gold
1992,Summer,Boxing,Boxing,NGR,Men,+ 91KG (Super Heavyweight),Silver
1992,Summer,Boxing,Boxing,USA,Men,48 - 51KG (Flyweight),Bronze
1992,Summer,Boxing,Boxing,HUN,Men,48 - 51KG (Flyweight),Bronze
1992,Summer,Boxing,Boxing,PRK,Men,48 - 51KG (Flyweight),Gold
1992,Summer,Boxing,Boxing,CUB,Men,48 - 51KG (Flyweight),Silver
1992,Summer,Boxing,Boxing,MAR,Men,51 - 54KG (Bantamweight),Bronze
1992,Summer,Boxing,Boxing,PRK,Men,51 - 54KG (Bantamweight),Bronze
1992,Summer,Boxing,Boxing,CUB,Men,51 - 54KG (Bantamweight),Gold
1992,Summer,Boxing,Boxing,IRL,Men,51 - 54KG (Bantamweight),Silver
1992,Summer,Boxing,Boxing,EUN,Men,54 - 57KG (Featherweight),Bronze
1992,Summer,Boxing,Boxing,ALG,Men,54 - 57KG (Featherweight),Bronze
1992,Summer,Boxing,Boxing,GER,Men,54 - 57KG (Featherweight),Gold
1992,Summer,Boxing,Boxing,ESP,Men,54 - 57KG (Featherweight),Silver
1992,Summer,Boxing,Boxing,MGL,Men,57 - 60KG (Lightweight),Bronze
1992,Summer,Boxing,Boxing,KOR,Men,57 - 60KG (Lightweight),Bronze
1992,Summer,Boxing,Boxing,USA,Men,57 - 60KG (Lightweight),Gold
1992,Summer,Boxing,Boxing,GER,Men,57 - 60KG (Lightweight),Silver
1992,Summer,Boxing,Boxing,ROU,Men,60 - 63.5KG (Light-Welterweight),Bronze
1992,Summer,Boxing,Boxing,FIN,Men,60 - 63.5KG (Light-Welterweight),Bronze
1992,Summer,Boxing,Boxing,CUB,Men,60 - 63.5KG (Light-Welterweight),Gold
1992,Summer,Boxing,Boxing,CAN,Men,60 - 63.5KG (Light-Welterweight),Silver
1992,Summer,Boxing,Boxing,PUR,Men,63.5 - 67KG (Welterweight),Bronze
1992,Summer,Boxing,Boxing,THA,Men,63.5 - 67KG (Welterweight),Bronze
1992,Summer,Boxing,Boxing,IRL,Men,63.5 - 67KG (Welterweight),Gold
1992,Summer,Boxing,Boxing,CUB,Men,63.5 - 67KG (Welterweight),Silver
1992,Summer,Boxing,Boxing,HUN,Men,67 - 71KG (Light-Middleweight),Bronze
1992,Summer,Boxing,Boxing,GBR,Men,67 - 71KG (Light-Middleweight),Bronze
1992,Summer,Boxing,Boxing,CUB,Men,67 - 71KG (Light-Middleweight),Gold
1992,Summer,Boxing,Boxing,NED,Men,67 - 71KG (Light-Middleweight),Silver
1992,Summer,Boxing,Boxing,CAN,Men,71-75KG,Bronze
1992,Summer,Boxing,Boxing,KOR,Men,71-75KG,Bronze
1992,Summer,Boxing,Boxing,CUB,Men,71-75KG,Gold
1992,Summer,Boxing,Boxing,USA,Men,71-75KG,Silver
1992,Summer,Boxing,Boxing,POL,Men,75 - 81KG (Light-Heavyweight),Bronze
1992,Summer,Boxing,Boxing,HUN,Men,75 - 81KG (Light-Heavyweight),Bronze
1992,Summer,Boxing,Boxing,GER,Men,75 - 81KG (Light-Heavyweight),Gold
1992,Summer,Boxing,Boxing,EUN,Men,75 - 81KG (Light-Heavyweight),Silver
1992,Summer,Boxing,Boxing,NZL,Men,81 - 91KG (Heavyweight),Bronze
1992,Summer,Boxing,Boxing,NED,Men,81 - 91KG (Heavyweight),Bronze
1992,Summer,Boxing,Boxing,CUB,Men,81 - 91KG (Heavyweight),Gold
1992,Summer,Boxing,Boxing,NGR,Men,81 - 91KG (Heavyweight),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Men,C-1 1000M (Canoe Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,BUL,Men,C-1 1000M (Canoe Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,LAT,Men,C-1 1000M (Canoe Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,C-1 500M (Canoe Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,BUL,Men,C-1 500M (Canoe Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,EUN,Men,C-1 500M (Canoe Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,FRA,Men,C-2 1000M (Canoe Double),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,C-2 1000M (Canoe Double),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,DEN,Men,C-2 1000M (Canoe Double),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,BUL,Men,C-2 500M (Canoe Double),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,EUN,Men,C-2 500M (Canoe Double),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,C-2 500M (Canoe Double),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,USA,Men,K-1 1000M (Kayak Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,AUS,Men,K-1 1000M (Kayak Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,NOR,Men,K-1 1000M (Kayak Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,NOR,Men,K-1 500M (Kayak Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,FIN,Men,K-1 500M (Kayak Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Men,K-1 500M (Kayak Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,POL,Women,K-1 500M (Kayak Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Women,K-1 500M (Kayak Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-1 500M (Kayak Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,POL,Men,K-2 1000M (Kayak Double),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,K-2 1000M (Kayak Double),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,SWE,Men,K-2 1000M (Kayak Double),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,ITA,Men,K-2 500M (Kayak Double),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,K-2 500M (Kayak Double),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,POL,Men,K-2 500M (Kayak Double),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-2 500M (Kayak Double),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Women,K-2 500M (Kayak Double),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,SWE,Women,K-2 500M (Kayak Double),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,AUS,Men,K-4 1000M (Kayak Four),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,K-4 1000M (Kayak Four),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Men,K-4 1000M (Kayak Four),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak F,SWE,Women,K-4 500M (Kayak Four),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-4 500M (Kayak Four),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Women,K-4 500M (Kayak Four),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak S,FRA,Men,C-1 (Canoe Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak S,TCH,Men,C-1 (Canoe Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak S,GBR,Men,C-1 (Canoe Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak S,FRA,Men,C-2 (Canoe Double),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak S,USA,Men,C-2 (Canoe Double),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak S,TCH,Men,C-2 (Canoe Double),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak S,GER,Men,K-1 (Kayak Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak S,ITA,Men,K-1 (Kayak Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak S,FRA,Men,K-1 (Kayak Single),Silver
1992,Summer,Canoe / Kayak,Canoe / Kayak S,USA,Women,K-1 (Kayak Single),Bronze
1992,Summer,Canoe / Kayak,Canoe / Kayak S,GER,Women,K-1 (Kayak Single),Gold
1992,Summer,Canoe / Kayak,Canoe / Kayak S,AUS,Women,K-1 (Kayak Single),Silver
1992,Summer,Cycling,Cycling Road,LAT,Men,Individual Road Race,Bronze
1992,Summer,Cycling,Cycling Road,ITA,Men,Individual Road Race,Gold
1992,Summer,Cycling,Cycling Road,NED,Men,Individual Road Race,Silver
1992,Summer,Cycling,Cycling Road,NED,Women,Individual Road Race,Bronze
1992,Summer,Cycling,Cycling Road,AUS,Women,Individual Road Race,Gold
1992,Summer,Cycling,Cycling Road,FRA,Women,Individual Road Race,Silver
1992,Summer,Cycling,Cycling Road,FRA,Men,Team Time Trial,Bronze
1992,Summer,Cycling,Cycling Road,GER,Men,Team Time Trial,Gold
1992,Summer,Cycling,Cycling Road,ITA,Men,Team Time Trial,Silver
1992,Summer,Cycling,Cycling Track,USA,Men,1KM Time Trial,Bronze
